population,drug,day,state,estimate,lower,upper
routine_culture_no_recorded_lmwh_shared,vancomycin,14,discharge,0.186720088840785,0.153361552906967,0.220783542961901
routine_culture_no_recorded_lmwh_shared,vancomycin,14,no_first_event,0.203869526076317,0.163535638496916,0.241480822647976
routine_culture_no_recorded_lmwh_shared,linezolid,0,recovery,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0,death,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0,discharge,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0,no_first_event,1,1,1
routine_culture_no_recorded_lmwh_shared,linezolid,0.25,recovery,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.25,death,0.0635532424169329,0.0153479362693201,0.127919350208705
routine_culture_no_recorded_lmwh_shared,linezolid,0.25,discharge,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.25,no_first_event,0.936446757583067,0.872080649791295,0.98465206373068
routine_culture_no_recorded_lmwh_shared,linezolid,0.5,recovery,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.5,death,0.079175528775793,0.0169206691880786,0.146771889313869
routine_culture_no_recorded_lmwh_shared,linezolid,0.5,discharge,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.5,no_first_event,0.920824471224207,0.853228110686131,0.983079330811921
routine_culture_no_recorded_lmwh_shared,linezolid,0.75,recovery,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.75,death,0.0945707002745458,0.0317178908090302,0.166108038118904
routine_culture_no_recorded_lmwh_shared,linezolid,0.75,discharge,0,0,0
routine_culture_no_recorded_lmwh_shared,linezolid,0.75,no_first_event,0.905429299725454,0.833891961881096,0.96828210919097
routine_culture_no_recorded_lmwh_shared,linezolid,1,recovery,0,0,0
