population,metric,LZD,VAN,RD,lower,upper,LZD_lower,LZD_upper,VAN_lower,VAN_upper,valid_draws,diagnostic_gate
routine_bacterial_culture72h_shared,hospital72__death,0.265058126801393,0.287578207887161,-0.0225200810857681,-0.123576292229047,0.0811607877884727,0.166671087098766,0.371079939102307,0.239929691815357,0.335677945846589,2000,TRUE
routine_bacterial_culture72h_shared,hospital72__live_exit,0.252163421036402,0.186688314320333,0.0654751067160688,-0.0300318592116312,0.167275534103698,0.159422148072723,0.351026686417475,0.153154691917644,0.22091520931621,2000,TRUE
routine_bacterial_culture72h_shared,hospital_timed__recovery,0.212155677861378,0.316404442022823,-0.104248764161445,-0.189335115038483,-0.027999584622408,0.121015371003061,0.303899884518744,0.272028153344277,0.371260101940771,2000,TRUE
routine_bacterial_culture72h_shared,hospital_timed__death,0.265058126801393,0.289242771858081,-0.0241846450566878,-0.124523202629077,0.0795656522974611,0.166671087098766,0.371079939102307,0.242238225327137,0.337823986084648,2000,TRUE
routine_bacterial_culture72h_shared,hospital_timed__live_exit,0.252163421036402,0.187865677057829,0.0642977439785731,-0.0323401300570673,0.165467035872121,0.159422148072723,0.351026686417475,0.15451494163157,0.222364340170692,2000,TRUE
routine_bacterial_culture72h_shared,hospital_dated__recovery,0.212155677861378,0.316404442022823,-0.104248764161445,-0.189335115038483,-0.027999584622408,0.121015371003061,0.303899884518744,0.272028153344277,0.371260101940771,2000,TRUE
routine_bacterial_culture72h_shared,hospital_dated__death,0.265058126801393,0.289242771858081,-0.0241846450566878,-0.124523202629077,0.0795656522974611,0.166671087098766,0.371079939102307,0.242238225327137,0.337823986084648,2000,TRUE
routine_bacterial_culture72h_shared,hospital_dated__live_exit,0.252163421036402,0.187865677057829,0.0642977439785731,-0.0323401300570673,0.165467035872121,0.159422148072723,0.351026686417475,0.15451494163157,0.222364340170692,2000,TRUE
routine_bacterial_culture72h_shared,physical__recovery,0.0865534698891082,0.148380082703044,-0.061826612813936,-0.12169640873948,-0.00674128921564876,0.0273224806697143,0.151460156548911,0.119054784562264,0.188508667519905,2000,TRUE
routine_bacterial_culture72h_shared,physical__death,0.249470421960161,0.221519320394897,0.0279511015652634,-0.0625827205162595,0.127756017774789,0.152931250278419,0.352658086375412,0.17870260475098,0.268945883152208,2000,TRUE
